,ticker,year,MarketCap,CurrentRatio,DividendRecord,DividendYield,EPS,FCF_per_share,OperatingCF_per_share,OperatingIncomeMargin,ROE,ROCE,Debt_to_Total_Capital_Ratio,DividendGrowthRate
13,CWT,2015,1114054484.53,0.862608013631016,47,0.013197713421406874,0.940300142000632,2.106604849753021,5.800233812375981,0.12093281755635929,0.07010301251255538,0.03398993481755364,0.47793549750819087,0.05
14,CWT,2016,1626010618.5,0.5677536666267035,48,0.013589982689055525,1.0148042584876884,-1.4280021136282635,3.3450283399855913,0.1470794488169356,0.07380915915938684,0.03823059289433568,0.5413434949284757,0.03
15,CWT,2017,2177363791.2000003,0.4641385533211531,49,0.01418474979512326,1.5191898631587752,-2.3192326520764457,3.0792441424337764,0.18101523237356926,0.10431608890465247,0.04751323460311277,0.6109070734657945,0.03
16,CWT,2018,2290763935.62,0.5875528542871911,50,0.014776057961858047,1.3644939102614315,-1.9284003957415157,3.724541585159356,0.17299039898590757,0.08982177805595234,0.04392542453163831,0.589846905358144,0.04
17,CWT,2019,2502309920.0,0.5149182791082764,51,0.01543768389674539,1.3005027610648645,-2.1630264567707904,3.4779939009313443,0.1586814112959865,0.08092770154351935,0.03611584302330862,0.602641833203582,0.04
18,CWT,2020,2719546020.0,0.45186561713317,52,0.016351070416122764,1.923769221599714,-3.5905550919855367,2.3428298962927645,0.1809369224332869,0.10509755313976105,0.0487128690285157,0.6244652870137551,0.05
19,CWT,2021,3860031760.0,1.104880909916635,53,0.01738682587899799,1.8825861940576365,-1.1444634745699604,4.313761262938417,0.16919066882164444,0.08587424867993552,0.03782672810289873,0.4912280019580218,0.1
20,CWT,2022,3371453927.2,1.0030035635499746,54,0.019204058025215846,1.7268831684243933,-1.5105798596006985,4.384557641657219,0.15874417268620358,0.07286864654406909,0.03215485107286527,0.47699158321597046,0.13
21,CWT,2023,2994143880.0,0.688492095766361,55,0.020152292563935126,0.8992966530385975,-2.874540918855242,3.77342180029104,0.10317503842228533,0.03638452324296137,0.01851894533603957,0.49777865388643167,0.14
22,BKH,2013,2336661498.62,0.912509183549422,42,0.025238131677636628,2.583452769502628,-0.6768636368314673,7.295138298836734,0.22287863897517662,0.08956914686404363,0.08287329157305684,0.5489286748519038,
23,BKH,2014,2369394711.84,0.6971430150733708,43,0.025902860924026456,2.882822438096693,-1.8619557382965548,7.0585173489360615,0.18934678559383453,0.09511967051830142,0.07340634798494751,0.5923844631583638,
24,BKH,2015,2376851106.63,1.984661195260302,44,0.023567041759253417,-0.6272642513623331,-0.6074760577019039,8.29000295182028,0.24606720037743082,-0.021905807279923757,0.031086977950319977,0.5779429560897041,0.03
25,BKH,2016,3247278260.0,0.8842313025162332,45,0.027487005727561267,1.3783788889098774,-2.914750939760857,6.05374109824515,0.21845311894866257,0.04519276445075339,0.044593962494186325,0.6790310095548884,0.04
26,BKH,2017,3201458600.0,0.8793423519606348,46,0.030183576195933415,3.3239579421704843,1.919846038302666,8.04095005632745,0.24801787336052744,0.10359080945643409,0.06447850769102005,0.6746336002558802,0.21
27,BKH,2018,3618764760.0,0.7772441880196844,47,0.030727647505190383,4.483571007251657,0.54278130529822,8.48011866347455,0.22632630818096208,0.11846508139942097,0.059341923014009125,0.6044371602652984,0.1
28,BKH,2019,4812459960.0,0.5832460242526137,48,0.03380285751096093,3.2527662630153085,-5.105966641642459,8.250040800339459,0.234043460718197,0.08437748584641867,0.05432638873553225,0.6197915400779531,0.1
29,BKH,2020,,0.6802393263078347,49,,,,,0.2523971075010858,0.09020723154383696,0.05830543111808987,0.6001186093168538,0.17
30,BKH,2021,4518314820.0,0.8962197506301894,50,0.03763815541162724,3.6976228407209573,-11.58993221503764,-1.0084184550026551,0.210060325216433,0.08494295492007087,0.04815409329294379,0.6405779600347004,0.09
31,BKH,2022,4590810440.0,0.6430071398572028,51,0.03989604237064595,3.959182422700947,-0.2997732356816719,8.960254956638986,0.1783838858844737,0.08628000934922701,0.055911589008363204,0.6566820276497696,0.07
32,BKH,2023,3668600000.0,0.6974938823727955,52,0.04107774715070475,3.8558823529411765,5.7176470588235295,13.888235294117647,0.20276240724059538,0.08154760053494231,0.054022974879375955,0.6086776608044788,0.08
33,NUE,2013,17048023980.0,3.27007125745326,39,0.015526139948271012,1.5280817607108974,-0.3726167998972981,3.3752250517423312,0.007726483407989181,0.06382941990530971,0.06385265588401841,0.36747387193548336,
34,NUE,2014,15702916050.0,3.070817856625302,40,0.015234394332687239,2.1219931217807155,5.814075672906625,7.900600048103804,0.023658115888305187,0.08740297485870001,0.08819036372194171,0.38229860035355945,
35,NUE,2015,12921308400.0,4.226479291756337,41,0.015565318829357126,0.2517684045061567,11.751453397707,12.918297840488043,0.020732169197464994,0.01079513055683638,0.02372955036534342,0.37389270979840994,-0.02
36,NUE,2016,19041638400.0,2.722378895766718,42,0.016428771159118526,2.48896911727932,3.579523005751438,5.470120655163791,0.03140998255250549,0.10105135049902504,0.10719503065090631,0.3880373859646766,0.02
37,NUE,2017,20294799580.0,2.4159257198123454,43,0.016341689061827733,4.1312151277721565,1.9009432927841705,3.3061863841278694,0.041099349014316444,0.1508962773468378,0.14407535546822361,0.33225290020648957,0.05
38,NUE,2018,16042862880.0,3.0774560809606957,44,0.015830353939441287,7.624034387433473,4.558146669766961,7.7312044644241205,0.08682091103705353,0.2410894807006235,0.2163734077318098,0.3075641088558253,-0.01
39,NUE,2019,17081036280.0,3.33893043761319,45,0.01695185206978753,4.188266266009008,4.389178289363132,9.256684491978609,0.035396607449345786,0.12272247970769269,0.11588757105079488,0.2976650893196722,-0.06
40,NUE,2020,16140824640.0,3.6107943345535913,46,0.018110310807716204,2.3775110724454285,3.801730728672361,8.887209348307497,0.03326758638955653,0.06687296342967364,0.05072674812347843,0.3301236760854612,0.05
41,NUE,2021,32038594650.0,2.481778558358619,47,0.02045143570046738,24.325494974543147,16.420602769790964,22.199571740578826,0.19797668103179836,0.4871055590708848,0.43884736509007527,0.30775822171104517,0.07
42,NUE,2022,33667832870.0,3.3931992284070374,48,0.03068373642152121,29.782822489400104,31.80617945636131,39.43222133916931,0.18938095328966098,0.4131123221488231,0.3549428610830486,0.2633424048599807,0.04
43,NUE,2023,42959337440.0,3.5664002399385875,49,0.034820888677603384,18.331203714207003,19.84221912524915,28.812373397721565,0.11387337776024502,0.21607755524498445,0.19939904358259403,0.24644104412760182,0.37
44,UBSI,2013,1585614650.0,1.9309815808745145,38,0.038021250940323194,1.6983953825098677,2.701549080667235,2.8204573854057164,0.17988266405361775,0.08219772455871567,0.018939570893836192,0.49157441151192055,
45,UBSI,2014,2587383050.0,1.7485148696666146,39,0.03666116199662956,1.8800098423772236,3.8597605986481205,3.9882325695841594,-0.044395065476970925,0.07842720510095642,0.019987961146403575,0.5441064661809778,
46,UBSI,2015,2568289680.0,2.7729659966520566,40,0.03929600714997713,1.986965664247033,4.87453911740984,4.950339900910243,-0.028425280805926798,0.08055364978527241,0.019812202545863338,0.4893662379171959,0.32
47,UBSI,2016,3554960000.0,6.886018200819848,41,0.03848712642749607,1.9135486053288926,2.1266522689425478,2.2212479184013323,-0.03118801157046558,0.06578696068920142,0.018718904598470656,0.41577736403723664,0.08
48,UBSI,2017,3642078000.0,6.95757726406496,42,0.03555018815697424,1.4367319288603924,2.2858083352415846,2.4227921532707426,-0.050484793847625706,0.046468016034414125,0.019148547827070355,0.37195148304711084,0.08
49,UBSI,2018,3202152300.0,7.19934553414962,43,0.04246173544379046,2.4904498202662,2.8005343437287475,2.856650150587778,0.08969309590961433,0.07883506826127498,0.023918994959204257,0.3628865126954447,0.26
50,UBSI,2019,3914324999.9999995,9.892029136650248,44,0.042131932362205624,2.568879012345679,1.391427160493827,1.500888888888889,0.11642114776321735,0.07732220951515727,0.02605627999654002,0.3829154108200625,0.17
51,UBSI,2020,4191652800.0,21.04015460295151,45,0.03861572577652963,2.2340460068639274,0.938549299693906,1.0856058497974832,-3.3854677510645814,0.06725187429321346,0.017984408001444747,0.21095202887531994,-0.02
52,UBSI,2021,4750503200.0,33.57681382136537,46,0.04250623218550694,2.80844661677104,4.537643195356652,4.6551015732396515,-1.9696849751327963,0.07793324669798085,0.017645033444796582,0.18556020235738413,0.17
53,UBSI,2022,5436511320.0,8.259853887416147,47,0.04414273931755587,2.8273825483361636,5.540858581344773,5.666443232937111,-2.0592741948409556,0.08405907364897824,0.019821620351027025,0.3580617306149253,0.11
54,UBSI,2023,5057647050.0,9.00305464188276,48,0.04438843538913403,2.7196546168637847,3.1446050589868664,3.231374033899815,0.06889569480011677,0.07677521985898844,0.03179242167281576,0.3137407618201884,0.06
55,ED,2013,1214844336.0,0.8226215644820296,38,0.2934283141169979,48.325006143009254,0.6370528116780881,116.12562681446292,0.18164157357940747,0.08672927725602286,0.06318412138517959,0.5397654664361422,
56,ED,2014,1450648962.0,0.9890870375299441,39,0.3007538476178384,49.69011931089087,120.63050026847226,128.82117927576195,0.170988466599582,0.0868320610687023,0.05479486034628169,0.5314805156098651,
57,ED,2015,1412410374.0,0.8127118644067797,40,0.29831200311755823,54.28600030942565,126.72800575167682,149.11586170493533,0.19332483670543252,0.09140361630401471,0.059307951713015006,0.5589646549976347,0.02
58,ED,2016,22420824000.000004,0.8862867551392142,41,0.022454881046002437,4.091357213276372,8.590207032533684,11.367071968452185,0.23022774327122153,0.08707511540075535,0.0625956948572458,0.5420096735962074,-0.01
59,ED,2017,26317510000.0,0.7215422276621787,42,0.02321100728323301,4.922530664945126,9.528728211749517,10.868302130406715,0.23053270173689022,0.09891036450901544,0.06308870837094124,0.5373026829121902,0.04
60,ED,2018,24540631878.16,0.6225229579507008,43,0.02340707741084643,4.305827189968945,-7.957368048611206,8.396674585359124,0.2159358028694172,0.08262585196699748,0.05453440362165447,0.5500255575583116,0.05
61,ED,2019,30092999640.59,0.679497375536822,44,0.02516716588121541,4.037524057127123,-1.629440088579971,9.421891582305587,0.21282010497852713,0.07452003107313283,0.05078004324992277,0.5438161291955652,0.04
62,ED,2020,24737842782.18,0.7208322001631765,45,0.025893409318325726,3.2164999470898907,-5.51274786572082,6.421314154135858,0.21672382818879635,0.058417785323924235,0.03979042509137394,0.583021748268767,0.11
63,ED,2021,30201890307.839996,1.0228487193661322,46,0.02660507236922934,3.802434841973746,-3.4775611370502832,7.7206942222245525,0.20663936823632642,0.0671757249089185,0.04231309261731006,0.5548223688595614,0.06
64,ED,2022,33831433747.98,1.144318983768525,47,0.02837107614590259,4.6765561630815204,-1.49311732917663,11.085691868509507,0.16745373324824506,0.08024363126601247,0.05214017218382442,0.5495972131504463,0.06
65,ED,2023,31422472778.84,1.011606313834726,48,0.028378389336804827,7.292660625815315,-6.360450732400256,6.24175319938778,0.21796358180454203,0.11905662160884772,0.06729693163406772,0.5612740015759135,0.07
66,RLI,2013,1046622024.4000001,0.03559119032752455,37,0.02791269401789222,2.9373634209182806,2.5489255794414944,3.140027654094148,-0.5868869233461971,0.15230419582950325,0.18777756205229867,,
67,RLI,2014,1064637060.5,0.026368128474366894,38,0.04777464244722827,3.1423774581253174,6.777484898573094,6.942694909125794,-0.015136132307315217,0.16027818077253503,0.19798580795904455,,
68,RLI,2015,1344642672.6399999,0.009834743643397401,39,0.03537435006990051,3.1587267059292126,3.2737135073642993,3.504169379623356,-0.0019140887502925876,0.16702996712687423,0.2099826855948882,,0.72
69,RLI,2016,1387334084.29,0.012897436465557353,40,0.03590521097820552,2.6151050717223057,3.602436944780846,3.9700580936989964,-0.11792318773826208,0.1395384981519527,0.16919243083245827,,-0.25
70,RLI,2017,1339019607.1499999,0.01761232219787136,41,0.033208385263846174,2.3789787864123135,4.264870118037241,4.474119137621322,-0.28216285510722205,0.12304152540188706,0.09178315574857909,,0.02
71,RLI,2018,1534944443.0700002,0.01939874589829827,42,0.02405315063361166,1.4420936992173947,4.741479330316125,4.878253420706069,-0.326612257570072,0.07954345460449505,0.07847424099619543,,-0.07
72,RLI,2019,2019554365.1499999,19.728037055778287,43,0.02457264908423731,4.271143460581873,6.01666874122376,6.17167548697024,-0.06564427142132602,0.19252994812073282,0.06827271358482741,,-0.27
73,RLI,2020,2351025566.4,13.870176268780314,44,0.025084332926056423,3.47988528790335,5.703949574880301,5.831722511207822,-0.14189742849416342,0.1382870090794012,0.05067578319499412,,0.03
74,RLI,2021,2538467338.85,227.22509702457955,45,0.038491827659807465,6.1682068783652095,8.315312719194807,8.498799618108784,-0.0012745443058906334,0.22723512458911582,0.07813131907280682,,0.03
75,RLI,2022,2984634521.28,2.7885392696348172,46,0.10336173680839285,12.830749549722638,5.378498655545779,5.5080133271894685,0.20884845158281076,0.4955327301096284,0.15955730115467615,0.25349667531311404,0.54
76,RLI,2023,3037801528.32,202.65850412563216,47,0.03954037341016115,6.674204345144518,10.04258387376332,10.172141146129846,-0.047030609909827686,0.21549910365231614,0.07429125364341373,,1.7
77,AFL,2013,15344394200.0,99.3125,31,0.012794581025626386,6.873989199260796,,22.957556708234204,0.18375872008020386,0.21600547195622435,0.042121839213132055,,
78,AFL,2014,13516694750.0,4.9395546129374335,32,0.013682771697973816,6.6697555628383185,,14.804099944625886,0.18712601196761702,0.16084373467051835,0.04047683189655173,,
79,AFL,2015,12710181000.0,4.822616407982261,33,0.014308844195824786,5.968707290635751,,15.966822187662,0.19169221924108854,0.1430426925683307,0.035371610682209384,,0.03
80,AFL,2016,14122187999.999998,14.6797583081571,34,0.015009242442862968,6.552327443877677,,14.753209630122472,0.18249922425639434,0.12982130651303583,0.03347800568392438,,0.0
81,AFL,2017,17137069950.0,19.835227272727273,35,0.015670616945894836,11.791371604922462,,15.694510250861175,0.18862786726358055,0.1871696885925685,0.031070993352354404,,0.0
82,AFL,2018,34410830160.0,10.179732313575526,36,0.0097189058845786,3.8660851650897805,,7.962546637962308,0.20011030425590587,0.12445656806751343,0.03006083655626488,,0.0
83,AFL,2019,38447349700.0,1.0692737430167598,37,0.009819723655682917,4.545998654362384,,7.505575865480267,0.19998206840901958,0.11409233744259124,0.031703279556031964,,0.2
84,AFL,2020,30793429380.0,1.3857541300150182,38,0.010279950782247855,6.900097334985428,,8.604181649611382,0.19939495191222287,0.14237611371018208,0.027433380084151474,,-0.03
85,AFL,2021,38077987480.0,50.79389312977099,39,0.012136297871101046,6.6320928891696775,,7.74536443542105,0.22319732199402878,0.2539486818155129,0.035321546778814696,,-0.0
86,AFL,2022,44261516640.0,1.8503050211168466,40,0.014729311879853166,7.180750776912375,,6.304692680770281,0.21718913270637408,0.21936444885799405,0.037266505667132174,,0.11
87,AFL,2023,47724517500.0,2.2357217030114227,41,0.015457709902190577,8.053879224656383,,5.51446119911008,-0.3705684188011336,0.2119172162838299,0.04372666228625459,,0.15
88,TROW,2013,21953855210.0,9.803646563814867,26,0.017283630751216035,3.997741087406944,4.301854826708589,4.705559138102743,2339.1428571428573,0.21745086237313463,0.3348123913710255,,
89,TROW,2014,22418904600.0,9.018562874251497,27,0.020207264349298232,4.7091264218145605,4.663551759794722,5.146872965416875,0.4748499535421009,0.22790628706998814,0.34521853434111077,,
90,TROW,2015,17906028810.0,6.1120959332638165,28,0.04827664014799673,4.882839792549178,5.5064698625378785,6.1105366332759745,0.4520544684092749,0.2568248635027299,0.38634005411893957,,0.16
91,TROW,2016,18422443840.0,5.816901408450704,29,0.025226018784487717,4.9635597097849535,0.09069220210471272,0.6965324531015099,0.41047621302896115,0.24258275765683024,0.2886642575230229,,1.29
92,TROW,2017,25719497230.0,6.704369274136716,30,0.02623117740778444,6.110700866138199,0.17706263692775925,0.9363104879013998,0.43997496348842063,0.2571595357461713,0.29080478790887526,,-0.49
93,TROW,2018,21978530080.0,5.041386628935267,31,0.03329962760023581,7.718350562231958,6.096551840012769,6.804329837148054,0.43952648624502105,0.3000342896331009,0.318823751788945,,0.04
94,TROW,2019,28658473760.0,7.2342671538773855,32,0.035626140748881145,9.061110308059895,5.603833105172312,6.473679287797495,0.4248918635077164,0.3000943382943073,0.2627668123424445,,0.23
95,TROW,2020,34320112999.999996,7.89035570223689,33,0.042600158977467245,10.466254962505515,7.517865019850022,8.464490516100573,0.442376786376013,0.3078629817049436,0.26435785602187495,,0.06
96,TROW,2021,44204672000.0,2.9929259186480643,34,0.08644358914554176,13.713967971530248,14.292259786476869,15.355871886120996,0.4835829455545562,0.3416826448845689,0.3091640902992475,,0.15
97,TROW,2022,24418534000.0,3.8780649436713057,35,0.05647360147261775,6.958016971862438,9.476552032157214,10.537740062527915,0.365837494605758,0.17624300016969285,0.21211552553035584,,1.01
98,TROW,2023,24068715000.0,4.344334664704646,36,0.05730522889139901,8.003131991051454,4.076957494407159,5.454586129753915,0.30743750483708693,0.18818318586863894,0.16827782531707772,,-0.35
99,WTRG,2013,4169556090.0,0.7176458398093462,22,0.01458563491863913,1.2520438356784402,0.32606321887853534,2.0695950800844125,0.39593748728496,0.14418487980792724,0.06737136683734414,0.46060783907165376,
100,WTRG,2014,4719305100.0,0.6768677746466373,23,0.015892065101647788,1.3195759053594565,0.20527515798883186,2.064394946620425,0.4030744849038919,0.14090070758749093,0.06492070040799487,0.4304280401184602,
101,WTRG,2015,5261011200.0,0.6644444329421995,24,0.017208376269117753,1.1430011781765452,0.03458061446438282,2.1002922784121805,0.3943729090006927,0.11691667680612772,0.05308693327425292,0.42451620389357586,0.09
102,WTRG,2016,5328915760.0,0.42664889101135517,25,0.018492485800301207,1.3201235667497209,0.0742246073711625,2.2332378772675514,0.4065229455709712,0.1265802121867953,0.05732079887937679,0.4325952537877475,0.08
103,WTRG,2017,6971720219.999999,0.46134107589775314,26,0.019832033308724753,1.349010207411909,-0.5445322259360545,2.145683513960633,0.4124888051635218,0.1224639498656788,0.057076128786908015,0.45280370801453956,0.08
104,WTRG,2018,6088952521.99,0.368873393704399,27,0.021207612123123016,1.0780293812924528,-0.7143233313598735,2.0692832033911355,0.385612063606458,0.09554665058197519,0.042246926709069,0.4678650290436388,0.07
105,WTRG,2019,10362414269.859999,6.229891702554558,28,0.02139633593521982,1.017142158720354,-1.2295641197301928,1.533452456752116,0.3823334367399055,0.05785908278062079,0.037274780705345255,0.34179627410348945,0.07
106,WTRG,2020,11604515231.72,0.6296357015465173,29,0.023747404157095312,1.1607989598031168,-15.605549112038045,2.07026786386829,0.2971809628508414,0.06081479082392642,0.03460743596640482,0.4048831105863961,0.25
107,WTRG,2021,13576462678.869999,0.6485246562172716,30,0.02562934627542788,1.7068693685628546,-1.6299674711617786,2.5494722983970153,0.32090670363933754,0.08325126098236071,0.045033205882910335,0.3930584983926929,0.23
108,WTRG,2022,12588171019.32,0.6440737511363981,31,0.027421521663465887,1.764018138609586,-2.196687667935238,2.27615317078428,0.288976290541391,0.08651731529036599,0.046881189513294945,0.38166267560893574,0.11
109,WTRG,2023,10207606981.95,0.6165714407458326,32,0.02904546516961853,1.8230268007874553,-1.1372978672208116,3.4160283121851487,0.33697970225296814,0.08449975178857237,0.04457515963442464,0.5462987173179391,0.12
110,CBU,2013,1597437440.0,1.8706342658566464,21,0.020348218946349174,1.9580952854091112,2.2189130110785436,2.5630682100452082,-0.3664026339073438,0.09000675944152398,0.019540281983720896,,
111,CBU,2014,1546667190.0,1.0970749108204518,22,0.021447374622683098,2.2521263220176024,2.7075167024135296,3.0372753494564013,-0.3023325006315435,0.09247153569577611,0.019214508731830473,,
112,CBU,2015,1667934340.0,1.1409305561723735,23,0.022228348718576502,2.1845741241828502,2.5661741816527384,2.863101937214147,-0.35779911956021815,0.07998092310767485,0.017038058621927216,,0.06
113,CBU,2016,2736988050.0,1.2056976744186048,24,0.023412938515177027,2.3436505248899424,2.7842645896828087,3.0651540805960042,-0.30975572138713237,0.08664719138636173,0.01946988094345263,0.2475725564006574,0.07
114,CBU,2017,2730768750.0,9.229125,25,0.02310391246522547,2.966578092707411,3.5204212183840173,3.733372699537447,-0.9738954160208553,0.09216389502939801,0.01620423349764666,0.09648059962241821,0.12
115,CBU,2018,2992888800.0,3.903474264705882,26,0.026237516821075894,3.28504363409693,4.066580956833411,4.312918809412498,-0.4599078951846485,0.09840277327993101,0.021858077807085166,0.10947978512570188,0.13
116,CBU,2019,3688596240.0,0.8501208069240571,27,0.029073377217063767,3.2514616508962226,3.7852142472497885,3.8945688129856144,-0.4851555995899299,0.09112758821798221,0.021120845456994695,0.23788096010779236,0.15
117,CBU,2020,3345735450.0,5.802202754851976,28,0.03057087980459562,3.0668777353571097,3.0745507030449764,3.3426389794208027,-0.5177631691869347,0.07826408067650552,0.016629997055781724,0.23739399173861342,0.12
118,CBU,2021,4024005440.0,5.775828406011333,29,0.031749355563156875,3.5110313170948397,3.505034426593618,3.748907973643296,-0.4031146046139231,0.09029577681338648,0.016703247458930256,0.2374939884978413,0.09
119,CBU,2022,3389165050.0,0.6067035528426202,30,0.0326782300065059,3.49339697988447,3.7459462471442633,3.985958134437861,-0.4990399980739773,0.12120925046964467,0.01700645729268883,0.3156707238819431,0.04
120,CBU,2023,2781892350.0,14.951893535395342,31,0.033561355183962825,2.4711810433642407,3.9305984827198652,4.278729980331554,-0.7091615749957872,0.07769664009913206,0.017867741160443307,0.4560735897591963,0.03
121,UMBF,2013,2906821114.36,22455.895652173913,20,0.008841490254758923,2.9624355477051636,5.6806274450210195,6.527862119295852,-0.3827367936186389,0.088950344108654,0.011794767148992443,0.0034863240025037484,
122,UMBF,2014,2590326175.32,1.0586823005589698,21,0.010042629153257135,2.6498836383615036,8.829028818030883,9.812728525147968,-0.449982747074517,0.07340192412751756,0.011598836395787925,0.7074505725131062,
123,UMBF,2015,2299400837.2999997,61.94763370118846,22,0.010287138276572141,2.3498287303159104,3.2015513044016233,4.289890474938987,-0.5127337573477354,0.06129448580393664,0.008724169672589252,0.04829071727455571,0.14
124,UMBF,2016,3830786078.7200003,1.0195972008333776,23,0.010913279706664784,3.1969243043955258,4.944310251416784,5.9678228776582625,-0.4630258025898447,0.08092249019559883,0.012035026698776848,0.600601138450717,0.11
125,UMBF,2017,3588447680.8,1.5427601223946967,24,0.01149351741620832,4.952501243110781,5.813790122014255,6.544264263806848,-0.30943253936641973,0.11327136767710383,0.017478769190862012,0.5416520294347031,0.07
126,UMBF,2018,2994677025.34,1.5351072903750622,25,0.013116613209892387,3.980538638769106,4.840583207250606,6.020210182082367,-0.03391141222484953,0.08773418533792243,0.0157734918472417,0.5823411811516668,0.06
127,UMBF,2019,3370059675.84,1.7502584873732914,26,0.013382358936705372,4.961545375552527,5.450774931877534,6.923616601591532,0.05700467212922311,0.09346081244916438,0.01938706545187067,0.5975736210963047,0.12
128,UMBF,2020,3311960570.14,2.3440776772867604,27,0.013881130974585583,5.967997674309414,6.52792318088681,7.782256302317779,0.14216382199926522,0.09496418234586741,0.013482497958429391,0.612529499060204,0.02
129,UMBF,2021,5138992718.55,3.2738760259384727,28,0.01523607138678283,7.289121045995415,10.332163588856307,11.027733278437143,0.20880144714937185,0.1122322459547584,0.012033930312731821,0.679593128957943,0.01
130,UMBF,2022,4035636622.08,1.1539871075410326,29,0.01647916729057691,8.933926420118924,14.856102115829078,15.926396774264848,0.25253489378536176,0.16185487345210683,0.020886595971608222,0.6419242296739006,0.11
131,UMBF,2023,4056697310.85,3.1532623941426703,30,0.016903805160425608,7.2089443601776635,9.179322696915136,9.733549529167727,0.1516473015618388,0.11289570861228757,0.031831178380703685,0.5623143440133964,0.08
132,CFR,2013,4500215389.9800005,6.750814935546007,19,0.018691569065144263,3.934115335772558,2.21636969470573,2.8713058065555006,0.14508546383747414,0.09461048834979144,0.013234008117170803,0.38494077192573867,
133,CFR,2014,4455393859.28,5.424800951427141,20,0.019180945256836824,4.407308511928789,2.4527591376098874,4.5451355008314565,0.16832360552012854,0.09748779811201713,0.012757426359607664,0.3915212975857629,
134,CFR,2015,3731730660.0,3.9735020197486537,21,0.0201678849431904,4.491127985104906,9.369438254153101,11.735026986111587,-0.26207336097964823,0.09664181725144733,0.012020455330712748,0.4113184128746697,0.07
135,CFR,2016,5572855167.45,4.269189356435644,22,0.020247215036152243,4.81709056190735,12.078245720998977,12.927606218943852,-0.2460907389054069,0.10133494175574716,0.012094652157157977,0.4201201465088275,0.04
136,CFR,2017,5992260738.75,4.370100489106269,23,0.021510052547198576,5.7518696786865515,7.960710586494087,8.499159093772002,-0.18767769675083049,0.11041968693059717,0.014201175703008617,0.429593266499458,0.02
137,CFR,2018,5578692870.599999,2.42603886616014,24,0.024466991351451053,7.171122312689231,7.615654402467689,8.865230954125076,-0.11911901972077135,0.1350338996181859,0.019466555702747166,0.46874800420785917,0.06
138,CFR,2019,6121768487.940001,2.0080789935634873,25,0.02644258162187961,7.08538885543447,6.826234902924603,10.128007996732281,-0.14190511489450672,0.113404051673097,0.01947028487895513,0.48291409511804095,0.14
139,CFR,2020,5490433538.59,4.8860552811550155,26,0.025951176457733767,5.261205973439085,6.812951211791967,8.328981048324257,0.0721264278107884,0.07713714554057101,0.009838598627895837,0.5087854195515261,0.07
